"No.","Time","Source","Destination","Source Port","Destination Port","Protocol","Type","Length","Flags","Info"
"4241","15.616476","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2607:f8b0:4000:c::7","53505","443","TCP","","86","0x002","53505  >  443 [SYN] Seq=0 Win=64320 Len=0 MSS=1340 WS=256 SACK_PERM"
"4242","15.626444","2404:6800:4007:823::200d","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Handshake, SCID=ec39b339cc0fa3d8"
"4243","15.626743","2404:6800:4007:823::200d","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1083","","Protected Payload (KP0)"
"4244","15.634671","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","89","","Protected Payload (KP0)"
"4245","15.634962","2404:6800:4007:805::2003","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","184","","Protected Payload (KP0)"
"4246","15.648279","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:806::2004","","","QUIC","","1292","","Protected Payload (KP0), DCID=e3f4277c40d8862d"
"4247","15.648407","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:806::2004","","","QUIC","","543","","Protected Payload (KP0), DCID=e3f4277c40d8862d"
"4248","15.648462","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:806::2004","","","QUIC","","142","","Protected Payload (KP0), DCID=e3f4277c40d8862d"
"4249","15.648486","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:823::200d","","","QUIC","","103","","Handshake, DCID=ec39b339cc0fa3d8"
"4250","15.648509","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:823::200d","","","QUIC","","103","","Handshake, DCID=ec39b339cc0fa3d8"
"4251","15.648544","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:823::200d","","","QUIC","","145","","Handshake, DCID=ec39b339cc0fa3d8"
"4252","15.648567","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:823::200d","","","QUIC","","133","","Protected Payload (KP0), DCID=ec39b339cc0fa3d8"
"4253","15.648591","192.168.45.28","173.223.51.14","53502","80","TCP","","54","0x010","53502  >  80 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"4254","15.648614","192.168.45.28","173.223.51.14","53502","80","HTTP","","281","0x018","GET / HTTP/1.1 "
"4255","15.649822","2404:6800:4007:805::2003","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","91","","Protected Payload (KP0)"
"4256","15.668885","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4257","15.669092","2404:6800:4007:823::200d","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53497","TCP","","74","0x010","443  >  53497 [ACK] Seq=8955 Ack=3275 Win=74496 Len=0"
"4258","15.670077","192.168.45.13","192.168.45.28","","","DNS","","172","","Standard query response 0x89ce AAAA threat.api.mcafee.com CNAME threat.api.mcafee.net AAAA 64:ff9b::d7e:464c AAAA 64:ff9b::306:d3fc"
"4259","15.670077","192.168.45.13","192.168.45.28","","","DNS","","148","","Standard query response 0xa315 A threat.api.mcafee.com CNAME threat.api.mcafee.net A 3.6.211.252 A 13.126.70.76"
"4260","15.670077","192.168.45.13","192.168.45.28","","","DNS","","198","","Standard query response 0xc6cd HTTPS threat.api.mcafee.com CNAME threat.api.mcafee.net SOA ns-1119.awsdns-11.org"
"4261","15.670077","2404:6800:4007:805::2003","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","89","","Protected Payload (KP0)"
"4262","15.672078","2404:6800:4007:823::200d","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53497","TCP","","74","0x010","443  >  53497 [ACK] Seq=8955 Ack=3717 Win=77312 Len=0"
"4263","15.678137","192.168.45.13","192.168.45.28","","","DNS","","151","","Standard query response 0x93d0 AAAA gae2-spclient.spotify.com CNAME edge-web-gae2.dual-gslb.spotify.com AAAA 2600:1901:1:916::"
"4264","15.678137","192.168.45.13","192.168.45.28","","","DNS","","188","","Standard query response 0xf2b9 HTTPS gae2-spclient.spotify.com CNAME edge-web-gae2.dual-gslb.spotify.com SOA dns1.p05.nsone.net"
"4265","15.678824","192.168.45.13","192.168.45.28","","","DNS","","139","","Standard query response 0xc59c A gae2-spclient.spotify.com CNAME edge-web-gae2.dual-gslb.spotify.com A 35.186.224.13"
"4266","15.690027","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1288","","Protected Payload (KP0)"
"4267","15.690293","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4268","15.690293","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4269","15.690293","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","475","","Protected Payload (KP0)"
"4270","15.690293","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","87","","Protected Payload (KP0)"
"4271","15.690293","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","95","","Protected Payload (KP0)"
"4272","15.696503","192.168.45.28","74.125.3.199","53506","443","TCP","","66","0x002","53506  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"4273","15.696720","192.168.45.28","74.125.3.199","53507","443","TCP","","66","0x002","53507  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"4274","15.696760","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:823::200d","","","QUIC","","94","","Protected Payload (KP0), DCID=ec39b339cc0fa3d8"
"4275","15.696782","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:805::2003","","","QUIC","","98","","Protected Payload (KP0), DCID=e4ef5ffd31338baf"
"4276","15.696801","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:805::2003","","","QUIC","","97","","Protected Payload (KP0), DCID=e4ef5ffd31338baf"
"4277","15.696819","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","64:ff9b::d7e:464c","53508","443","TCP","","86","0x002","53508  >  443 [SYN] Seq=0 Win=64320 Len=0 MSS=1340 WS=256 SACK_PERM"
"4278","15.696838","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2600:1901:1:916::","","","QUIC","","1292","","Initial, DCID=ac226546a44a4852, PKN: 1, PADDING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, PADDING"
"4279","15.707224","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","91","","Protected Payload (KP0)"
"4280","15.728331","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","","","QUIC","","94","","Protected Payload (KP0), DCID=f7b7ca14b497e484"
"4281","15.728441","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:806::2004","","","QUIC","","97","","Protected Payload (KP0), DCID=e3f4277c40d8862d"
"4282","15.728465","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","","","QUIC","","97","","Protected Payload (KP0), DCID=f7b7ca14b497e484"
"4283","15.728484","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","","","QUIC","","93","","Protected Payload (KP0), DCID=f7b7ca14b497e484"
"4284","15.728500","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","","","QUIC","","93","","Protected Payload (KP0), DCID=f7b7ca14b497e484"
"4285","15.728515","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:806::2004","","","QUIC","","396","","Protected Payload (KP0), DCID=e3f4277c40d8862d"
"4286","15.728552","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","","","QUIC","","224","","Protected Payload (KP0), DCID=f7b7ca14b497e484"
"4287","15.729889","2404:6800:4007:823::200d","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53497","TLSv1.3","","897","0x018","Application Data"
"4288","15.732121","2404:6800:4007:823::200d","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53497","TLSv1.3","","1042","0x018","Application Data"
"4289","15.733186","2404:6800:4007:805::2003","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","938","","Protected Payload (KP0)"
"4290","15.741963","2404:6800:4007:823::200d","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53497","TLSv1.3","","306","0x018","Application Data"
"4291","15.741963","2404:6800:4007:823::200d","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53497","TLSv1.3","","230","0x018","Application Data, Application Data"
"4292","15.741963","2404:6800:4007:805::2003","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","83","","Protected Payload (KP0)"
"4293","15.759184","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:806::2004","","","QUIC","","96","","Protected Payload (KP0), DCID=e3f4277c40d8862d"
"4294","15.767310","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","91","","Protected Payload (KP0)"
"4295","15.791330","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:823::200d","53497","443","TCP","","74","0x010","53497  >  443 [ACK] Seq=3717 Ack=10746 Win=131072 Len=0"
"4296","15.791481","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:823::200d","53497","443","TCP","","74","0x010","53497  >  443 [ACK] Seq=3717 Ack=11134 Win=130816 Len=0"
"4297","15.791504","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:805::2003","","","QUIC","","99","","Protected Payload (KP0), DCID=e4ef5ffd31338baf"
"4298","15.791523","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:823::200d","53497","443","TLSv1.3","","113","0x018","Application Data"
"4299","15.822865","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1287","","Protected Payload (KP0)"
"4300","15.822865","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4301","15.822865","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4302","15.822865","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4303","15.823279","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:805::2003","","","QUIC","","96","","Protected Payload (KP0), DCID=e4ef5ffd31338baf"
"4304","15.823348","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:806::2004","","","QUIC","","95","","Protected Payload (KP0), DCID=e3f4277c40d8862d"
"4305","15.823363","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","","","QUIC","","153","","Protected Payload (KP0), DCID=f7b7ca14b497e484"
"4306","15.823378","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","","","QUIC","","177","","Protected Payload (KP0), DCID=f7b7ca14b497e484"
"4307","15.823392","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","","","QUIC","","229","","Protected Payload (KP0), DCID=f7b7ca14b497e484"
"4308","15.830041","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4309","15.830486","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4310","15.830486","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4311","15.830486","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4312","15.830486","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4313","15.830486","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4314","15.831088","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4315","15.831407","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4316","15.835199","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4317","15.835984","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4318","15.835984","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4319","15.835984","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4320","15.835984","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4321","15.835984","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4322","15.835984","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4323","15.835984","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4324","15.836550","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4325","15.837669","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4326","15.837669","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4327","15.837669","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4328","15.837669","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4329","15.837669","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4330","15.837669","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4331","15.837669","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4332","15.837669","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4333","15.837669","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4334","15.837669","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4335","15.837669","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4336","15.837669","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4337","15.837669","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4338","15.837669","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4339","15.838194","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4340","15.841601","2404:6800:4007:805::2003","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","91","","Protected Payload (KP0)"
"4341","15.842728","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4342","15.842728","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4343","15.842728","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4344","15.842728","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","870","","Protected Payload (KP0)"
"4345","15.842995","2404:6800:4007:823::200d","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1013","","Protected Payload (KP0)"
"4346","15.843323","2404:6800:4007:823::200d","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","184","","Protected Payload (KP0)"
"4347","15.850158","173.223.51.14","192.168.45.28","80","53502","PKIX-CRL","","643","0x018","Certificate Revocation List"
"4348","15.850642","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1284","","Protected Payload (KP0)"
"4349","15.850642","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4350","15.850642","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4351","15.850642","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4352","15.852389","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4353","15.852389","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4354","15.852389","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4355","15.852994","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4356","15.852994","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4357","15.852994","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4358","15.853362","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4359","15.853812","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4360","15.853812","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4361","15.853812","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4362","15.853812","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4363","15.853812","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4364","15.856367","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4365","15.857012","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4366","15.857012","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4367","15.857012","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4368","15.857012","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4369","15.857012","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4370","15.858290","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4371","15.858884","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4372","15.858884","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4373","15.858884","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4374","15.858884","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4375","15.858884","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","352","","Protected Payload (KP0)"
"4376","15.871241","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:806::2004","","","QUIC","","98","","Protected Payload (KP0), DCID=e3f4277c40d8862d"
"4377","15.871358","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:806::2004","","","QUIC","","94","","Protected Payload (KP0), DCID=e3f4277c40d8862d"
"4378","15.871377","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:806::2004","","","QUIC","","94","","Protected Payload (KP0), DCID=e3f4277c40d8862d"
"4379","15.871393","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:806::2004","","","QUIC","","94","","Protected Payload (KP0), DCID=e3f4277c40d8862d"
"4380","15.871408","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:806::2004","","","QUIC","","95","","Protected Payload (KP0), DCID=e3f4277c40d8862d"
"4381","15.873921","2404:6800:4007:823::200d","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","86","","Protected Payload (KP0)"
"4382","15.881812","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1284","","Protected Payload (KP0)"
"4383","15.883399","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4384","15.883399","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4385","15.883399","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4386","15.885245","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4387","15.886014","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4388","15.886014","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4389","15.886014","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4390","15.886014","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4391","15.886014","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4392","15.886014","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4393","15.886512","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4394","15.886512","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4395","15.886512","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4396","15.886512","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4397","15.887137","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:806::2004","","","QUIC","","94","","Protected Payload (KP0), DCID=e3f4277c40d8862d"
"4398","15.887344","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:806::2004","","","QUIC","","94","","Protected Payload (KP0), DCID=e3f4277c40d8862d"
"4399","15.887416","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:806::2004","","","QUIC","","95","","Protected Payload (KP0), DCID=e3f4277c40d8862d"
"4400","15.887465","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:823::200d","","","QUIC","","93","","Protected Payload (KP0), DCID=ec39b339cc0fa3d8"
"4401","15.887629","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4402","15.892254","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4403","15.892254","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4404","15.892254","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"4405","15.892254","2404:6800:4007:806::2004","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
